X,Y,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Activities,Unique Squirrel ID
-73.98051147,40.77269898,22B,AM,10/18/2018,10,Adult,Black,"Gray, White","Gray+Black, Cinnamon",No Tail!,Ground Plane,FALSE,Running along stone ledge,true,false,true,false,false,false,true,true,false,true,false,true,false,laid down on the branch,22B-AM-103005-20
-73.95066771,40.79968434,40B,AM,10/14/2018,22,?,Gray,White,"Gray+Cinnamon, White",patches of white on haunches,Ground Plane,FALSE,Ground & Tree Base,false,false,false,false,true,true,true,true,true,false,false,false,true,very quietly searching in long grass,40B-AM-378364-25
-73.95498924,40.79814897,18E,AM,10/11/2018,10,Adult,Black,"Gray, Black",Black+Gray,Gray on legs,Ground Plane,FALSE,road,true,false,false,true,false,true,true,false,false,false,true,false,true,"foraging (foraged,ran to tree root,munched)",18E-AM-835043-14
-73.97448332,40.7662988,25I,PM,10/14/2018,21,Adult,Black,"Gray, Black","Cinnamon+Gray, Black",Cinnamon on shoulders,Ground Plane,FALSE,Elm tree,false,true,false,true,false,true,true,false,false,true,true,true,false,chasing #15,25I-PM-622779-05
-73.97544258,40.78975245,08I,PM,10/08/2018,15,?,Black,White,Black+Cinnamon,Gray & Cinnamon selected as Primary. White selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,on fallen tree,false,true,false,true,true,true,true,false,false,true,false,false,false,standing,08I-PM-231148-25
-73.97539293,40.79748667,19H,AM,10/17/2018,17,?,Cinnamon,Black,"Gray+Cinnamon, White",primary color: brown ( I marked cinnamon as closest to brown - JO),Above Ground,10,under bench,false,false,false,true,false,true,true,true,false,false,false,true,true,chillin',19H-AM-250018-05
-73.97159417,40.77126834,06F,PM,10/08/2018,22,?,Gray,White,"Cinnamon+Gray, Black","Listed as primary white with cinnamon highlights, I changed to Gray/cinnamon - JO",Ground Plane,FALSE,"high in tree, couldn't see it, only heard it",true,true,false,true,false,true,false,false,true,true,true,true,true,up on hind legs looking around,06F-PM-909903-19
-73.96466191,40.7849068,24B,AM,10/11/2018,6,Juvenile,Black,"Black, Cinnamon, White",Gray+Cinnamon,"Gray, Black, & Cinnamon selected as Primary. Cinnamon & White selected as Highlights. Made executive adjustments.",Above Ground,12,oak tree at end of ramp from Chess House,false,false,false,true,true,true,true,true,false,true,false,true,false,jumping,24B-AM-554747-19
-73.96757961,40.79714304,38H,AM,10/14/2018,3,?,Gray,"Gray, White",Cinnamon+Gray,"Looks very brown, not like English red squirrels",Ground Plane,FALSE,on railing,false,false,true,false,true,true,true,true,true,false,false,true,true,hiding from bird,38H-AM-271792-18
-73.97200326,40.76610583,08G,PM,10/12/2018,13,?,Gray,"Cinnamon, White","Cinnamon+Black, White",Gray & Cinnamon selected as Primary. Gray & White selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,middle of grass,true,false,false,true,true,false,true,false,true,false,true,true,true,playing tag together,08G-PM-614513-25
-73.96192388,40.78946534,12I,AM,10/19/2018,16,?,Gray,Black,Gray+,Sighting was far away,Ground Plane,FALSE,Baseball field #3,false,false,true,true,true,false,true,false,false,true,true,true,false,burying nuts,12I-AM-374006-08
-73.97677334,40.77537969,14I,AM,10/18/2018,8,Adult,Black,"Black, White",Black+Gray,too far to note 30',Above Ground,15,in the European Beech,false,true,true,true,true,true,false,false,false,true,false,false,true,playing w/ #7,14I-AM-168273-09
-73.97197448,40.79745667,16F,PM,10/08/2018,30,Adult,Black,"Cinnamon, White",Gray+Black,had .5 of a tail,Ground Plane,FALSE,in a tree,false,false,false,false,true,false,true,false,true,false,false,false,true,flying,16F-PM-646076-19
-73.96964133,40.79909954,36H,PM,10/08/2018,15,Juvenile,Gray,Cinnamon,Gray+Black,(very brown),Above Ground,5,up a tree,true,true,false,true,false,false,true,true,false,false,false,false,false,chasing (#7),36H-PM-170185-29
-73.96682119,40.79815626,22B,AM,10/07/2018,17,Adult,Cinnamon,Cinnamon,Black+Gray,Can't tell :(,Above Ground,12,elevated ground,false,false,true,true,false,false,false,false,false,false,false,true,true,buried nut,22B-AM-807649-28
-73.95647515,40.78160673,40E,PM,10/14/2018,17,Juvenile,Gray,Cinnamon,Cinnamon+,Cinnamon & White selected as Primary. Cinnamon & White selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,"high in tree, couldn't see it, only heard it",false,false,true,true,false,false,false,true,false,false,true,true,false,together w/ #8,40E-PM-763184-25
-73.97488147,40.79526134,01B,PM,10/18/2018,22,Adult,Cinnamon,Cinnamon,Gray+Cinnamon,Tiny! So tiny!,Above Ground,8,in tall shrubs near wall next to CPW,true,false,false,false,true,false,false,false,true,false,false,true,false,climbing (tree),01B-PM-107799-13
-73.96499269,40.79464544,09D,AM,10/20/2018,26,?,Gray,"Gray, White","Cinnamon+Black, White",Gray & Cinnamon selected as both Primary and Highlights. Made executive adjustments.,Ground Plane,FALSE,In the Woods/Brush,true,false,true,true,true,false,true,false,true,false,false,false,true,going down tree,09D-AM-709694-28
-73.96253495,40.77614551,29B,PM,10/08/2018,13,Adult,Gray,"Cinnamon, White","Gray+Black, Cinnamon",small adult,Ground Plane,FALSE,Open ground,false,true,true,true,false,true,false,false,false,false,true,true,true,communicating from tree,29B-PM-882703-20
-73.97969833,40.794095,02H,PM,10/16/2018,17,Juvenile,Gray,"Black, Cinnamon",Black+White,my favorite,Above Ground,6,bushes,true,true,true,false,false,true,false,true,false,false,true,false,false,jumping between branches,02H-PM-895046-28
-73.96205931,40.76621363,22D,AM,10/10/2018,6,Adult,Black,Gray,Gray+Black,just outside hectare,Ground Plane,FALSE,Running from one tree to the other,true,true,true,true,true,false,false,false,true,true,true,true,false,sitting still,22D-AM-438781-03
-73.97579785,40.78590405,16A,PM,10/19/2018,17,?,Cinnamon,Black,Black+Gray,No Primary Fur Color selected. Made executive adjustment based on other squirrels.,Ground Plane,FALSE,Jumped onto path & then back into brush,true,true,false,false,false,true,true,true,true,true,true,false,true,nest building,16A-PM-120914-20
-73.97911357,40.77300878,06B,PM,10/19/2018,16,Juvenile,Cinnamon,"Black, White",Cinnamon+White,"Gray, Black, & Cinnamon selected as Primary. Cinnamon & White selected as Highlights. Made executive adjustments.",Above Ground,6,On rock,true,false,false,true,true,false,true,false,true,true,true,true,false,climbing down,06B-PM-371759-02
-73.95132864,40.76915557,14D,AM,10/14/2018,14,?,Gray,"Black, Cinnamon, White",Cinnamon+,White back left leg,Above Ground,2,Ground & Tree Base,true,true,true,false,true,true,false,false,true,false,true,true,true,playing w/ #7,14D-AM-450733-26
-73.95080219,40.76762002,06E,AM,10/13/2018,13,?,Black,"Gray, Black",Black+,"Gray, Cinnamon & White selected as Primary. White selected as Highlights. Made executive adjustments.",Above Ground,3,climbing in bush,true,true,true,true,false,true,true,true,true,true,true,false,false,ran across a path,06E-AM-551027-10
-73.95574514,40.7894255,02E,AM,10/07/2018,6,Juvenile,Black,Cinnamon,Cinnamon+Gray,No Primary Fur Color selected. Made executive adjustment based on other squirrels.,Above Ground,15,in tree!,true,false,true,true,true,true,true,true,true,false,false,false,false,"got fed twice by grandpa,grabbed from grass and ate in tree",02E-AM-409042-24
-73.97158249,40.77687693,41G,PM,10/08/2018,3,?,Cinnamon,"Black, White",Cinnamon+Gray,Nothing selected as Primary. Gray selected as Highlights. Made executive adjustments.,Above Ground,4,Shore,false,true,false,false,true,false,true,false,true,true,false,false,false,for food,41G-PM-995850-18
-73.97808808,40.79042815,12I,AM,10/07/2018,14,?,Black,"Gray, Black","Gray+Black, Cinnamon, White",didn't get a good look,Above Ground,40,Different tree,true,true,false,true,true,true,true,false,false,false,true,true,true,scanning (drawing included),12I-AM-176031-11
-73.95964847,40.76721172,37D,AM,10/13/2018,14,Adult,Cinnamon,Gray,"Gray+Black, White","White belly & stripes on tail, Cinnamon face & stripes on back",Ground Plane,FALSE,Tree cavity [of] London Plane tree,true,true,true,true,true,true,true,true,true,false,false,false,false,"different sound - happy,playful chirps",37D-AM-485096-19
-73.96732159,40.77601136,42E,PM,10/11/2018,15,?,Cinnamon,"Black, White",Gray+,White belly,Above Ground,40,"5, 6, 7 all at same tree trunk base",true,true,true,false,false,false,false,false,true,true,false,false,false,digging one hole w/ determination,42E-PM-795635-29
-73.97732209,40.783905,03G,AM,10/11/2018,8,?,Cinnamon,"Cinnamon, White",Cinnamon+White,Cinnamon on shoulders,Above Ground,10,base of tree with ~ 30 small birds all eating,false,false,true,true,true,false,false,true,false,false,true,true,false,walking w/ something in mouth,03G-AM-534781-26
-73.9655918,40.79275033,19B,AM,10/17/2018,29,?,Black,"Black, White",Gray+White,"Gray, Cinnamon & White selected as Primary. Gray & White selected as Highlights. Made executive adjustments.",Ground Plane,FALSE,under bench,true,false,false,false,true,true,false,false,false,true,true,true,false,"eating (a mushroom),circles around us,really fat,scratching himself,grooming activity",19B-AM-209822-03
-73.98007752,40.77613326,10H,AM,10/20/2018,15,?,Cinnamon,Cinnamon,Black+Gray,Too far & cloudy to tell,Ground Plane,FALSE,branch,true,true,true,true,false,false,false,true,false,true,true,false,true,"foraging?,crossing road",10H-AM-700898-24
-73.95257245,40.78694696,34A,AM,10/14/2018,22,Juvenile,Cinnamon,Gray,"Cinnamon+Gray, White",white haunches,Above Ground,7,Bridle Path lawn,false,false,true,false,true,true,true,true,true,true,true,true,false,being chased by #2,34A-AM-520647-29
-73.97302336,40.79610404,09A,PM,10/13/2018,29,Adult,Gray,"Black, Cinnamon, White","Cinnamon+Gray, White",gray on haunches white on tail,Above Ground,25,on trunk,true,true,true,true,true,true,false,true,true,true,true,false,true,sitting still on limb,09A-PM-746812-06
-73.96033099,40.78659389,16F,AM,10/09/2018,27,?,Cinnamon,"Black, Cinnamon","Cinnamon+Gray, Black",White ring on short tail,Ground Plane,FALSE,"Started in field, crossed busy street, ran up tree",false,true,true,true,false,false,false,true,false,true,false,false,false,relaxing,16F-AM-782931-01
-73.97135938,40.77311267,09G,AM,10/20/2018,13,?,Cinnamon,White,Gray+Black,tbd,Above Ground,15,hiding in bushes,false,true,true,false,false,false,true,true,false,true,false,false,false,leaping branch to branch,09G-AM-559187-24
-73.9648093,40.76576977,14I,PM,10/17/2018,17,Juvenile,Gray,Cinnamon,"Black+Gray, White",didn't get a good look,Above Ground,20,on fallen tree,true,false,false,true,true,true,true,false,false,true,true,true,true,ran across a path,14I-PM-948229-02
-73.96397175,40.79554498,39E,AM,10/09/2018,21,?,Gray,"Gray, Black","Cinnamon+Gray, White","No real highlight, White tail?",Ground Plane,FALSE,in middle of path,false,false,false,false,true,false,true,false,true,true,true,false,true,not moving,39E-AM-815003-07
-73.97534735,40.76565952,15I,PM,10/14/2018,24,Juvenile,Black,Gray,"Black+Cinnamon, White",Beautiful white puff at the end of its tail,Above Ground,30,fence,true,false,false,false,false,true,true,false,false,true,false,false,false,chilling,15I-PM-587242-11
-73.95067793,40.79570703,20G,PM,10/06/2018,3,Adult,Cinnamon,"Cinnamon, White",Gray+Cinnamon,White ring on short tail,Ground Plane,FALSE,underneath a tree,true,false,true,false,true,false,false,false,true,false,false,true,false,not sure; walking-stop-walking-stop,20G-PM-862659-20
-73.95679087,40.78353341,42G,PM,10/18/2018,28,Adult,Black,"Gray, White","Gray+Black, Cinnamon",young adult,Above Ground,40,climbing trees,false,false,false,true,true,false,true,false,true,false,false,false,false,hiding from bird,42G-PM-561118-16
-73.95162373,40.79797322,09B,AM,10/07/2018,6,?,Black,Gray,"Black+Gray, White",Gray & Cinnamon selected as Primary. Cinnamon selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,chasing from tree to ground,false,false,true,true,true,false,true,false,true,true,true,false,true,standing still,09B-AM-701278-05
-73.95302806,40.79303411,16G,PM,10/07/2018,5,?,Gray,"Gray, Black","Black+Cinnamon, White","Cinnamon head, White belly",Ground Plane,FALSE,bottom of great hill,true,true,false,true,false,false,true,false,true,false,true,false,false,hiding food,16G-PM-431095-07
-73.96236251,40.80004578,16G,PM,10/18/2018,22,?,Black,White,"Black+Cinnamon, White",Partial missing tail,Ground Plane,FALSE,Bridle Path lawn,true,false,false,false,true,false,true,false,false,false,false,true,true,hopping around,16G-PM-306840-16
-73.95217779,40.77725848,17C,PM,10/18/2018,26,Juvenile,Cinnamon,White,"Gray+Black, White","Off-white, decorator's white?",Above Ground,6,literally fell to ground from 50 feet up,false,true,true,false,false,true,true,false,false,true,true,false,false,chasing (#6),17C-PM-137459-22
-73.97837666,40.79192172,19D,AM,10/11/2018,17,?,Gray,Black,Cinnamon+Gray,very long tail,Ground Plane,FALSE,Crossing path,true,true,true,false,false,true,true,true,false,true,false,true,true,curious about me,19D-AM-320821-09
-73.9749975,40.77906179,30B,AM,10/20/2018,23,?,Cinnamon,"Black, Cinnamon",Cinnamon+Black,beauty!,Above Ground,30,Undergrowth,true,false,true,true,false,true,false,true,true,false,true,true,true,playing (with #9),30B-AM-184985-29
-73.97973678,40.78180606,15I,AM,10/09/2018,25,Adult,Cinnamon,"Gray, Black","Cinnamon+Gray, White","Very far, so appx",Ground Plane,FALSE,Tree,true,true,false,false,false,false,false,false,false,true,true,false,true,not moving,15I-AM-817844-05
-73.97093123,40.78700379,15A,AM,10/18/2018,2,?,Gray,White,Cinnamon+Black,Cinnamon belly,Ground Plane,FALSE,in the European Beech,false,true,true,true,true,true,false,true,true,true,false,false,false,chasing (#2),15A-AM-884629-27
-73.96893981,40.79567096,14E,AM,10/16/2018,26,Adult,Cinnamon,Black,"Gray+Black, Cinnamon",white haunches,Ground Plane,FALSE,walking along path,true,true,false,true,false,true,true,false,true,true,false,true,false,dead (something ran over it),14E-AM-299269-03
-73.97262823,40.79955813,41A,AM,10/15/2018,15,?,Gray,Black,"Cinnamon+Black, White",Sighting was far away,Above Ground,2,THICK UNDERGROWTH,true,false,false,true,true,false,true,true,true,false,true,false,true,chasing #15,41A-AM-188295-28
-73.95510571,40.79195992,30E,AM,10/18/2018,5,Adult,Cinnamon,Black,Cinnamon+Black,"Gray, Cinnamon & White selected as Primary. White selected as Highlights. Made executive adjustments.",Above Ground,25,"unsure, just heard kuks",true,false,false,true,false,false,false,true,false,true,false,false,true,lounging on tree upside down,30E-AM-410085-16
-73.96994339,40.77961934,41A,PM,10/08/2018,26,?,Gray,Gray,Black+,Only peeked head out,Ground Plane,FALSE,crossing pavement in front of arsenal,false,true,true,true,false,false,false,true,true,false,true,true,true,with some nuts in the mouth,41A-PM-925307-16
-73.9723269,40.77974574,22A,PM,10/08/2018,20,Adult,Black,Black,"Gray+Cinnamon, White",Fat!,Above Ground,20,bushes,false,false,true,true,true,true,false,false,true,true,false,false,false,chased #12,22A-PM-768058-21
-73.96409795,40.79087936,27B,PM,10/08/2018,6,Juvenile,Cinnamon,Cinnamon,Black+Gray,too far to note 30',Above Ground,25,in tall shrubs near wall next to CPW,false,true,true,true,false,true,false,false,false,true,false,false,false,playing tag together,27B-PM-423970-17
-73.97672837,40.7733175,13E,PM,10/11/2018,6,Adult,Gray,"Gray, Black",Black+Gray,"Cinnamon flanks, light band across nose",Above Ground,12,climbed tree,true,false,false,true,false,false,true,false,false,false,true,true,false,climbing (up rocks),13E-PM-224628-06
-73.95594006,40.76880022,21B,AM,10/19/2018,27,Adult,Cinnamon,Cinnamon,Gray+Black,Light Cinnamon,Ground Plane,FALSE,Tree cavity [of] London Plane tree,false,true,false,false,true,true,false,false,false,true,true,false,true,looking in bush,21B-AM-703133-06
-73.97881495,40.77739615,32F,PM,10/13/2018,18,Adult,Cinnamon,"Gray, White",Black+White,"Gray tail, Cinnamon feet",Above Ground,4,"Flowers, grass",true,true,true,true,false,true,true,true,true,false,true,true,false,"wandering,interacting with tourists",32F-PM-770493-22
-73.950134,40.77502374,04D,PM,10/16/2018,18,?,Cinnamon,White,Cinnamon+,tuft on butt,Ground Plane,FALSE,Undergrowth,false,false,false,true,false,false,true,false,true,false,false,true,false,playing w/ #7,04D-PM-304818-20
-73.95688167,40.77534304,29H,PM,10/12/2018,4,?,Gray,"Black, Cinnamon","Gray+Cinnamon, White",No Tail!,Ground Plane,FALSE,Tree,true,false,false,false,false,true,true,true,false,true,false,false,false,leaping branch to branch,29H-PM-497294-19
-73.97491159,40.77313549,19C,PM,10/19/2018,17,?,Black,Black,Black+Cinnamon,"Black on body, White Belly, White tail",Ground Plane,FALSE,on rocks/bushy rocks,false,false,false,false,true,false,false,false,true,true,true,true,true,running (from a dog),19C-PM-635425-08
-73.98098498,40.76639268,27B,AM,10/09/2018,25,Juvenile,Black,"Cinnamon, White",+,beauty!,Above Ground,4,Across Arbor path into hill w/ bushes,true,false,true,false,false,true,false,true,true,false,false,false,false,running from squirrel #5,27B-AM-391494-27
-73.95552307,40.76553997,41A,AM,10/16/2018,14,Juvenile,Black,"Cinnamon, White",Black+Gray,Blonde? in Highlights,Ground Plane,FALSE,"Behind fence, tree",true,false,false,false,true,false,false,true,false,false,true,false,false,wresting w/ branch,41A-AM-230119-13
-73.95893724,40.79968625,08A,AM,10/17/2018,14,Adult,Gray,White,Cinnamon+White,dark gray,Above Ground,3,In small tree by water,false,true,false,true,true,true,true,true,false,true,true,true,false,planting nut,08A-AM-110165-27
-73.95824092,40.77997164,31D,PM,10/09/2018,13,Juvenile,Black,"Gray, White","Black+Gray, White",Cinnamon head,Above Ground,5,in bush,true,true,true,false,true,true,true,true,false,true,true,true,false,eating (mushroom),31D-PM-506862-12
-73.9569123,40.77844198,31F,AM,10/16/2018,7,Adult,Gray,"Cinnamon, White",Gray+White,"Listed as primary white with cinnamon highlights, I changed to Gray/cinnamon - JO",Ground Plane,FALSE,Ran up tree,false,true,true,false,false,false,false,false,false,true,true,true,false,climbed tree (oak),31F-AM-723181-07
-73.97883085,40.78883959,15I,PM,10/15/2018,12,Adult,Cinnamon,Cinnamon,"Cinnamon+Black, White",vid!,Ground Plane,FALSE,Running from one tree to the other,false,false,true,false,false,false,true,false,false,true,true,true,true,sitting still,15I-PM-392880-26
-73.96988956,40.77259492,07F,AM,10/20/2018,23,Adult,Cinnamon,"Black, White","Gray+Cinnamon, White",Cinnamon stripe on back,Ground Plane,FALSE,elevated ground,true,false,true,false,false,false,false,true,false,true,false,true,true,running (from birds),07F-AM-944516-20
-73.97751603,40.79835676,17I,AM,10/16/2018,15,Juvenile,Black,Gray,Cinnamon+,Gray tail & butt,Above Ground,25,playground,true,true,true,true,false,false,true,false,false,false,false,true,true,stood on back legs,17I-AM-186665-19
-73.95402536,40.79259619,33C,AM,10/16/2018,19,?,Gray,"Black, Cinnamon, White",Black+Gray,notch on tail,Above Ground,3,just to right when enter sanctuary,false,true,true,false,true,true,true,false,false,false,true,false,true,jumping on fence,33C-AM-762737-25
-73.96156407,40.76805864,05I,AM,10/19/2018,11,Juvenile,Cinnamon,"Cinnamon, White","Gray+Cinnamon, White","""Brown"" written in as Primary",Ground Plane,FALSE,edge of landscape,false,true,false,false,true,false,true,true,true,false,false,false,false,pulling leaves,05I-AM-567799-10
-73.9707562,40.77961279,02F,AM,10/16/2018,15,Adult,Gray,"Black, Cinnamon",+,patches of white on haunches,Ground Plane,FALSE,edge of park @ 98th,false,true,false,false,false,false,true,false,true,false,true,true,false,chasing #3,02F-AM-490014-02
-73.97916051,40.79586253,39F,PM,10/07/2018,12,Adult,Gray,Black,"Gray+Cinnamon, White",Tiny! So tiny!,Above Ground,30,bushes,true,false,false,false,false,false,true,false,true,true,false,false,true,jumping on fence,39F-PM-118277-03
-73.97138229,40.79817265,36D,AM,10/19/2018,3,Juvenile,Cinnamon,"Black, Cinnamon",Black+,didn't get a good look,Above Ground,12,on a fallen branch,false,true,false,true,true,false,true,false,true,false,false,true,true,"walking,exploring - digging in flower bed",36D-AM-970194-05
-73.97093585,40.78136687,29A,PM,10/06/2018,17,Adult,Gray,"Gray, Black","Gray+Black, Cinnamon, White","Black on body, White Belly, White tail",Ground Plane,FALSE,climbed tree,true,false,true,false,false,false,true,true,true,true,true,true,true,hiding,29A-PM-444390-07
-73.95822209,40.78650756,06I,PM,10/14/2018,3,Adult,Cinnamon,Gray,Gray+Black,White selected as Primary. Cinnamon selected as Highlights. Made executive adjustments.,Above Ground,25,Tree & ground,true,true,false,false,false,true,false,false,true,true,false,false,false,a lot of activity,06I-PM-914234-10
-73.96111581,40.77079157,18A,PM,10/17/2018,19,Juvenile,Cinnamon,Cinnamon,Gray+Cinnamon,vid!,Above Ground,15,Bench,false,false,true,false,false,false,true,true,true,true,true,false,false,a lot of activity,18A-PM-577536-11
-73.95326744,40.79980758,34E,PM,10/20/2018,20,Juvenile,Cinnamon,"Gray, White",Cinnamon+White,Partial missing tail,Above Ground,8,way up a tree!,false,false,true,true,false,false,true,true,true,true,false,true,false,eating (nut),34E-PM-300886-07
-73.96631365,40.77306733,16I,PM,10/17/2018,4,Juvenile,Gray,Gray,Cinnamon+White,white haunches/tail,Above Ground,10,End of tree limb foraging,true,false,false,false,false,false,false,true,true,true,true,true,true,burying nut,16I-PM-359717-06
-73.97739892,40.79810223,06B,AM,10/07/2018,3,Adult,Cinnamon,"Black, Cinnamon, White",Black+White,"White belly & stripes on tail, Cinnamon face & stripes on back",Above Ground,4,By the main road,true,false,false,false,false,true,false,false,true,false,true,true,true,in hollow,06B-AM-762860-16
-73.95873644,40.78778333,10F,AM,10/18/2018,26,Adult,Gray,"Black, White","Black+Cinnamon, White",White selected as Primary. Black selected as Highlights. Made executive adjustments.,Above Ground,7,Across Arbor path into hill w/ bushes,true,true,true,true,true,true,false,false,true,true,true,false,true,climbing (rock),10F-AM-580588-02
-73.95724192,40.78630777,31G,AM,10/13/2018,16,?,Cinnamon,"Cinnamon, White",Cinnamon+,Darker than others,Ground Plane,FALSE,tree branches,true,true,true,false,true,true,false,false,false,true,true,true,false,cleaning face & tail,31G-AM-420956-19
-73.96351381,40.78296133,22D,AM,10/20/2018,12,?,Cinnamon,"Gray, White",Gray+White,just outside hectare,Above Ground,15,playing very high in tree w/ #7,false,true,true,true,true,false,true,true,true,true,true,true,false,posing,22D-AM-109201-25
-73.95692183,40.77303206,42F,PM,10/14/2018,8,Juvenile,Black,"Gray, White","Gray+Cinnamon, White","Listed as primary white with cinnamon highlights, I changed to Gray/cinnamon - JO",Ground Plane,FALSE,literally fell to ground from 50 feet up,true,false,true,true,true,false,true,false,false,false,true,false,true,chirps,42F-PM-119941-02
-73.96563522,40.77112584,33E,AM,10/09/2018,24,?,Black,"Cinnamon, White",Cinnamon+Black,"Black tail & edge, Cinnamon mid, While tail edge",Ground Plane,FALSE,in bush,false,true,false,false,false,true,false,true,true,true,false,false,true,2/3 were chasing each other,33E-AM-158418-26
-73.96472553,40.77267351,36A,AM,10/13/2018,29,Adult,Black,"Cinnamon, White",+,Sighting was far away,Above Ground,7,oak tree at end of ramp from Chess House,false,true,true,false,false,true,true,false,false,true,true,false,false,cleaning,36A-AM-403685-20
-73.96771805,40.77147476,31G,PM,10/14/2018,29,?,Gray,"Cinnamon, White",Gray+Black,gray on haunches white on tail,Ground Plane,FALSE,Ground then tree to eat,false,true,false,true,true,false,false,true,true,true,false,true,false,eating (a peanut),31G-PM-170422-22
-73.98035948,40.79235816,20F,PM,10/15/2018,17,Adult,Gray,"Cinnamon, White",Gray+,"Listed as primary white with cinnamon highlights, I changed to Gray/cinnamon - JO",Ground Plane,FALSE,behind playground benches,true,false,true,true,true,false,true,false,false,false,true,true,true,throwing down acorns,20F-PM-255022-06
-73.97776682,40.77723783,40I,AM,10/15/2018,7,Juvenile,Cinnamon,"Cinnamon, White","Gray+Cinnamon, White",may be same squirrel as #1 - male,Ground Plane,FALSE,Under bench,true,false,true,false,true,false,true,false,true,true,false,false,true,foraging (loving the acorns!),40I-AM-823163-03
-73.98017055,40.76694718,31I,AM,10/10/2018,11,Juvenile,Cinnamon,"Gray, White",Black+,"Gray, Black, & Cinnamon selected as Primary. Cinnamon & White selected as Highlights. Made executive adjustments.",Above Ground,30,edge of the stream,false,false,true,true,true,true,true,false,false,false,true,true,false,moseying,31I-AM-559722-08
-73.96115187,40.79903069,23D,PM,10/18/2018,18,Adult,Cinnamon,White,Black+White,Brown legs,Ground Plane,FALSE,Ran across path in front of people,false,true,false,true,true,false,true,true,true,false,true,true,true,runs from,23D-PM-524504-22
-73.97127623,40.79602687,23C,AM,10/19/2018,1,?,Cinnamon,White,Gray+,"Looks very brown, not like English red squirrels",Above Ground,2,near 65th St arch,false,true,true,false,false,false,true,true,false,true,false,false,true,very quietly searching in long grass,23C-AM-445009-17
