X,Y,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Activities,Unique Squirrel ID
-73.96253495,40.77614551,05E,AM,10/09/2018,9,Adult,Gray,White,Gray+White,gray tail,Ground Plane,FALSE,Bushes,false,false,false,false,true,false,false,false,false,false,false,false,false,wresting w/ branch,05E-AM-957646-18
-73.97969833,40.794095,22A,AM,10/11/2018,26,Adult,Gray,Cinnamon,Gray+Black,Gray on legs,Above Ground,3,under bench,false,false,true,false,false,false,false,false,false,false,false,true,false,digging,22A-AM-934421-08
-73.96205931,40.76621363,08B,PM,10/09/2018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,Black stripe along sides,Above Ground,20,Was on top of the edge of Bow Bridge,true,true,false,true,false,false,false,false,false,true,false,true,false,climbing (over small wire fence then on the ground),08B-PM-181107-27
-73.97579785,40.78590405,14B,PM,10/09/2018,17,Adult,Gray,White,Cinnamon+,"""Warm brown"" written in for Primary.",Ground Plane,FALSE,fence,false,false,true,false,false,false,false,false,false,false,false,true,false,jumping,14B-PM-775078-27
-73.97911357,40.77300878,02E,AM,10/20/2018,16,Adult,Gray,"Cinnamon, White",Gray+,too far to note 30',Ground Plane,FALSE,Open ground,false,false,false,true,false,false,false,false,false,false,false,false,true,playing,02E-AM-495414-20
-73.95132864,40.76915557,14C,PM,10/09/2018,15,Adult,Cinnamon,Cinnamon,Gray+,Gray & Cinnamon selected as Primary. Nothing selected as Highlights. Made executive adjustments.,Above Ground,2,In tree,true,false,false,true,true,false,false,false,false,false,false,false,true,running (from a dog),14C-PM-895839-17
-73.95080219,40.76762002,32B,PM,10/14/2018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,"Black on body, White Belly, White tail",Ground Plane,FALSE,in tree,false,false,false,true,true,false,false,false,false,false,false,false,false,chased by dog,32B-PM-838034-02
-73.95574514,40.7894255,02A,PM,10/12/2018,25,Adult,Cinnamon,Gray,Gray+White,"Gray, Black, & Cinnamon selected as Primary. Gray, Cinnamon, & White selected as Highlights. Made executive adjustments.",Ground Plane,FALSE,tree,true,false,false,false,false,false,false,false,false,false,false,true,true,stole (found?) an entire sandwich,02A-PM-590012-29
-73.97158249,40.77687693,12F,PM,10/08/2018,20,Adult,Gray,Cinnamon,Cinnamon+Gray,very long tail,Above Ground,6,by tree trunk base,false,false,true,false,false,false,false,false,false,false,false,false,false,chasing #2,12F-PM-175947-19
-73.97808808,40.79042815,05C,AM,10/08/2018,5,Adult,Gray,Cinnamon,"Gray+Black, Cinnamon",ran away before I could take a good look,Ground Plane,FALSE,in tree,false,false,false,false,false,false,false,false,false,false,false,false,true,chased up a tree by #4,05C-AM-658788-27
-73.95964847,40.76721172,40B,PM,10/11/2018,23,Adult,Gray,Black,Gray+Cinnamon,White belly,Above Ground,5,in tree,false,false,true,false,false,false,false,false,false,false,false,true,false,prancing,40B-PM-629547-17
-73.96732159,40.77601136,20F,PM,10/11/2018,5,Adult,Cinnamon,White,Gray+,"Gray tail, Cinnamon feet",Ground Plane,FALSE,on tree,false,false,true,false,true,false,false,false,false,true,false,true,false,wrestling with child,20F-PM-703940-02
-73.97732209,40.783905,31F,PM,10/09/2018,20,Adult,Gray,Cinnamon,Cinnamon+Gray,white back legs,Ground Plane,FALSE,THICK UNDERGROWTH,false,false,true,false,true,false,false,false,false,false,false,true,false,caching,31F-PM-122783-04
-73.9655918,40.79275033,41E,AM,10/20/2018,15,Adult,Gray,Cinnamon,Gray+White,too far to note 30',Ground Plane,FALSE,Pond area,false,false,false,false,false,false,false,false,false,false,false,false,true,running (up tree),41E-AM-132389-09
-73.98007752,40.77613326,05D,PM,10/20/2018,18,Adult,Gray,Cinnamon,Gray+,Nothing selected as Primary. Gray selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,in grass by a grove of tall maples,false,false,false,false,true,false,false,false,false,false,false,false,false,standing,05D-PM-525337-22
-73.95257245,40.78694696,12F,PM,10/14/2018,15,Adult,Gray,Cinnamon,Gray+Cinnamon,Sighting was far away,Ground Plane,FALSE,Climbed fence,false,false,false,false,false,false,false,false,true,false,false,false,false,a lot of activity,12F-PM-660393-29
-73.97302336,40.79610404,04I,AM,10/09/2018,2,Adult,Gray,Gray,"Gray+Cinnamon, White",Gray & Cinnamon selected as Primary. Cinnamon selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,on a tree,false,false,false,false,true,false,false,false,false,false,false,true,true,sitting and watching on a tree,04I-AM-514858-28
-73.96033099,40.78659389,19C,AM,10/14/2018,29,Juvenile,Cinnamon,White,"Gray+Cinnamon, White","Gray tail, Cinnamon feet",Ground Plane,FALSE,"Behind fence, grass",false,true,false,false,false,false,false,false,false,false,false,true,false,2/3 were chasing each other,19C-AM-991703-21
-73.97135938,40.77311267,03D,PM,10/09/2018,13,Juvenile,Black,"Cinnamon, White",Gray+Cinnamon,"Gray & Cinnamon selected as Primary: ""much browner, like 1/2 & 1/2"".",Ground Plane,FALSE,On top of park lamp,true,false,false,false,false,false,false,false,false,false,false,false,false,small jumps,03D-PM-522136-26
-73.9648093,40.76576977,07C,PM,10/07/2018,4,Adult,Gray,Gray,Gray+Cinnamon,Side stripes,Ground Plane,FALSE,tree,false,false,false,false,true,false,false,false,false,false,false,true,true,watching,07C-PM-151944-20
-73.96397175,40.79554498,34I,PM,10/07/2018,10,Adult,Cinnamon,White,Gray+Black,"Very far, so appx",Ground Plane,FALSE,in between 2 trees,false,false,false,false,true,false,false,false,false,false,false,false,false,digging,34I-PM-223452-17
-73.97534735,40.76565952,04C,PM,10/10/2018,13,Adult,Gray,Cinnamon,Gray+White,Cinnamon on its head,Ground Plane,FALSE,treed area,false,false,false,false,false,false,false,false,false,false,false,false,false,nut in mouth,04C-PM-828282-09
-73.95067793,40.79570703,04E,PM,10/09/2018,10,Adult,Gray,White,Gray+Cinnamon,White belly,Ground Plane,FALSE,climbing in bush,false,false,true,false,false,false,false,false,false,false,false,true,false,"hunkered down,tail over body; sitting perfectly still",04E-PM-792984-08
-73.95679087,40.78353341,14H,PM,10/12/2018,29,Adult,Gray,Gray,Gray+,"Gray, Black, & Cinnamon selected as Primary. Cinnamon & White selected as Highlights. Made executive adjustments.",Ground Plane,FALSE,small open area but w/ 7 large oak trees,false,false,false,false,false,false,false,false,false,false,false,true,false,curious about me,14H-PM-976836-05
-73.95162373,40.79797322,35A,PM,10/19/2018,9,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Fat!,Ground Plane,FALSE,close to tall tree & light post,true,false,false,false,true,false,false,false,false,true,false,false,false,watching,35A-PM-153445-16
-73.95302806,40.79303411,13G,PM,10/16/2018,8,Adult,Black,Cinnamon,Gray+,Cinnamon face,Ground Plane,FALSE,Tree to ground,true,false,false,false,true,false,false,false,false,false,false,true,false,running (with nut),13G-PM-407336-21
-73.96236251,40.80004578,31F,AM,10/10/2018,3,Adult,Gray,White,Gray+,"Black on body, White Belly, White tail",Ground Plane,FALSE,"on tree, blue jays gathering nearby",false,false,false,false,true,false,false,false,false,false,false,false,false,digging,31F-AM-773606-11
-73.95217779,40.77725848,13C,AM,10/11/2018,16,Adult,Gray,White,Gray+Cinnamon,tuft on butt,Above Ground,25,in grass,false,false,true,false,true,false,false,false,false,false,false,true,true,chasing #3,13C-AM-150111-15
-73.97837666,40.79192172,02E,AM,10/15/2018,14,Adult,Gray,Gray,Gray+,Cinnamon on the tail,Ground Plane,FALSE,near a brush,false,false,true,false,false,false,false,false,false,false,false,false,false,eating bread it found on ground,02E-AM-218423-05
-73.9749975,40.77906179,20B,PM,10/09/2018,9,Juvenile,Gray,Cinnamon,Gray+White,Cinnamon along back & tail,Ground Plane,FALSE,bushes,false,true,true,false,false,false,false,false,false,false,false,false,false,planting acorns,20B-PM-271954-06
-73.97973678,40.78180606,13F,PM,10/18/2018,30,Adult,Gray,White,Gray+,had .5 of a tail,Above Ground,4,tree,false,false,false,false,true,false,false,false,false,false,false,false,false,hopping,13F-PM-554134-29
-73.97093123,40.78700379,11E,AM,10/17/2018,21,Adult,Black,Gray,Gray+White,!!!,Above Ground,3,tree,false,false,false,false,true,false,false,false,false,false,false,false,false,standing,11E-AM-897101-20
-73.96893981,40.79567096,13E,PM,10/07/2018,11,Juvenile,Gray,White,Gray+,Cinnamon head,Ground Plane,FALSE,grass,false,false,false,false,true,false,false,false,false,false,false,false,false,watching me scratching,13E-PM-741144-14
-73.97262823,40.79955813,35B,PM,10/18/2018,3,Adult,Gray,White,Gray+,white tail tip,Above Ground,15,in tree,false,false,true,true,false,false,false,false,false,false,false,true,false,nut in mouth,35B-PM-893667-27
-73.95510571,40.79195992,14I,AM,10/15/2018,5,Adult,Gray,Cinnamon,Gray+,Gray & White selected as Primary. Black & Cinnamon selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,climbed a fence,true,false,false,false,false,false,false,false,false,false,false,true,false,holding nut,14I-AM-281385-02
-73.96994339,40.77961934,04E,AM,10/14/2018,29,Adult,Gray,Cinnamon,"Cinnamon+Gray, White",Fat!,Above Ground,3,under a tree,false,false,false,false,false,false,false,false,false,false,false,true,false,jumping back & forth on tree,04E-AM-937624-04
-73.9723269,40.77974574,13D,AM,10/15/2018,10,Adult,Gray,Cinnamon,Cinnamon+White,Beautiful white puff at the end of its tail,Ground Plane,FALSE,tree & ground,false,false,true,false,true,false,false,false,false,false,false,true,false,chasing (#7),13D-AM-111593-01
-73.96409795,40.79087936,06F,PM,10/20/2018,13,Adult,Gray,"Gray, White",Gray+,"Gray, Black, & Cinnamon selected as Primary. Gray, Black, & White selected as Highlights. Made executive adjustments.",Ground Plane,FALSE,treed area,false,false,false,false,false,false,false,false,false,false,false,true,false,together w/ #7,06F-PM-127885-18
-73.97672837,40.7733175,15G,PM,10/12/2018,4,Adult,Gray,Cinnamon,"Gray+Cinnamon, White",cinnamon tail,Above Ground,40,bench,false,false,true,true,true,false,false,false,false,false,false,true,false,running (with food in mouth),15G-PM-502507-19
-73.95594006,40.76880022,05E,AM,10/09/2018,24,Adult,Gray,White,Gray+White,dark gray,Ground Plane,FALSE,in tree,false,false,true,false,true,false,false,false,true,false,false,false,true,cleaning,05E-AM-287542-12
-73.97881495,40.77739615,35A,PM,10/08/2018,13,Adult,Gray,White,"Gray+Black, Cinnamon, White","White legs, front & back",Ground Plane,FALSE,tree,false,false,false,false,false,false,false,false,false,true,false,false,false,climbing fence!,35A-PM-486712-28
-73.950134,40.77502374,07B,AM,10/15/2018,12,Adult,Gray,Cinnamon,Gray+Cinnamon,White selected as Primary. Cinnamon selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,tree,false,false,false,true,false,false,false,false,false,false,false,true,true,playing,07B-AM-169668-04
-73.95688167,40.77534304,34H,AM,10/19/2018,5,Juvenile,Gray,White,Gray+White,Tiny! So tiny!,Ground Plane,FALSE,Between park and main drag,false,false,true,false,true,false,false,false,false,true,false,false,true,for food,34H-AM-231916-18
-73.97491159,40.77313549,35D,AM,10/20/2018,10,Adult,Gray,"Cinnamon, White",Gray+,patches of white on haunches,Ground Plane,FALSE,in tree,false,false,true,false,true,false,false,false,false,true,true,true,false,being chased by #3 across trees,35D-AM-918301-29
-73.98098498,40.76639268,15G,PM,10/08/2018,28,Adult,Gray,Gray,Gray+Cinnamon,Only peeked head out,Ground Plane,FALSE,root bed of tree,true,false,true,false,true,true,false,false,false,false,false,true,false,posing,15G-PM-920843-16
-73.95552307,40.76553997,17B,PM,10/14/2018,24,Adult,Cinnamon,White,"Gray+Black, Cinnamon, White",White belly,Ground Plane,FALSE,tree,false,false,false,true,true,false,false,false,false,false,false,false,false,"chasing (#7),playing?",17B-PM-922134-06
-73.95893724,40.79968625,17B,AM,10/10/2018,9,Adult,Gray,White,Gray+Cinnamon,"Gray, Cinnamon & White selected as Primary. White selected as Highlights. Made executive adjustments.",Ground Plane,FALSE,in tree,false,false,false,false,false,false,false,false,false,false,false,true,false,dead,17B-AM-622459-28
-73.95824092,40.77997164,38I,AM,10/18/2018,20,Juvenile,Gray,Cinnamon,Gray+,white haunches/tail,Ground Plane,FALSE,on tree knob,false,false,false,false,false,false,false,false,false,false,false,false,false,burying,38I-AM-991910-24
-73.9569123,40.77844198,15F,AM,10/20/2018,7,Adult,Gray,"Gray, White",Gray+,white on tail,Ground Plane,FALSE,Under the tree,false,false,false,true,true,false,false,false,false,false,false,true,false,wresting w/ branch,15F-AM-629064-10
-73.97883085,40.78883959,09F,PM,10/08/2018,2,Adult,Gray,Cinnamon,Gray+White,Gray & Cinnamon selected as Primary. Cinnamon & White selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,right at the base of the same tree as #3,false,false,false,true,true,false,false,false,false,false,false,true,false,digging (?),09F-PM-511940-27
-73.96988956,40.77259492,07D,PM,10/20/2018,22,Adult,Gray,"Cinnamon, White",Gray+White,white tail tip,Above Ground,5,Also way up,false,false,false,true,true,false,false,false,false,false,false,true,false,communicating from tree,07D-PM-769460-04
-73.97751603,40.79835676,34A,AM,10/10/2018,24,Adult,Cinnamon,Cinnamon,Gray+Cinnamon,Black stripe along sides,Ground Plane,FALSE,running up tree,true,false,false,false,false,false,false,false,true,false,false,false,false,grooming,34A-AM-422866-29
-73.95402536,40.79259619,14E,AM,10/07/2018,28,Adult,Gray,"Gray, White",+,Gray & Cinnamon selected as Primary. White selected as Higlights. Made executive adjustments.,Ground Plane,FALSE,Jumped onto path & then back into brush,false,false,true,true,true,false,false,false,false,false,false,false,false,burying,14E-AM-599270-13
-73.96156407,40.76805864,03D,AM,10/16/2018,23,Adult,Gray,"Cinnamon, White",Gray+,just outside hectare,Above Ground,3,chasing from tree to ground,true,false,true,true,false,false,false,false,false,false,false,false,true,standing,03D-AM-703756-21
-73.9707562,40.77961279,02E,PM,10/09/2018,7,Adult,Gray,"Cinnamon, White",Gray+Cinnamon,standard coloration,Above Ground,5,shelter in hole in tree,true,false,false,false,true,false,false,false,false,false,false,false,true,walking,02E-PM-777078-18
-73.97916051,40.79586253,12D,AM,10/15/2018,8,Juvenile,Gray,Cinnamon,Cinnamon+,just outside hectare,Ground Plane,FALSE,climbing in bush,false,false,true,false,false,false,false,false,false,false,false,true,false,carrying food in mouth,12D-AM-775000-25
-73.97138229,40.79817265,37B,AM,10/07/2018,7,Adult,Gray,White,Gray+Cinnamon,just outside hectare,Above Ground,4,Jumped onto path & then back into brush,false,false,true,false,false,false,false,false,false,true,false,false,false,sitting,37B-AM-207644-09
-73.97093585,40.78136687,03A,AM,10/07/2018,21,Adult,Cinnamon,White,Gray+,injured,Ground Plane,FALSE,Rock a,false,false,true,false,false,true,false,false,false,false,false,true,false,cleaning,03A-AM-499596-13
-73.95822209,40.78650756,03B,PM,10/17/2018,23,Adult,Gray,"Cinnamon, White",Gray+Cinnamon,"Very far, so appx",Above Ground,12,Rock,true,false,false,true,false,false,false,false,false,false,false,true,true,stole (found?) an entire sandwich,03B-PM-359876-26
-73.96111581,40.77079157,05A,PM,10/13/2018,29,Adult,Gray,Cinnamon,Cinnamon+Gray,young adult,Ground Plane,FALSE,tree,false,false,false,false,false,true,false,false,false,false,false,false,false,unknown,05A-PM-653867-25
-73.95326744,40.79980758,23B,AM,10/06/2018,14,Juvenile,Gray,Black,Gray+,white back legs,Ground Plane,FALSE,Also way up,true,false,false,true,false,false,false,false,false,false,false,true,false,climbing (over small wire fence then on the ground),23B-AM-754272-18
-73.96631365,40.77306733,40D,PM,10/19/2018,26,Adult,Gray,Gray,"Cinnamon+Gray, White",young adult,Ground Plane,FALSE,in grass,false,true,false,false,true,false,false,false,false,false,false,true,false,wresting w/ branch,40D-PM-783897-21
-73.97739892,40.79810223,16C,PM,10/12/2018,19,Adult,Gray,Cinnamon,Cinnamon+Gray,"Listed as primary white with cinnamon highlights, I changed to Gray/cinnamon - JO",Above Ground,8,Grass,false,false,false,false,true,false,false,false,false,false,false,false,false,sitting,16C-PM-862996-22
-73.95873644,40.78778333,15A,AM,10/10/2018,5,Adult,Gray,"Cinnamon, White",Gray+,white back legs,Ground Plane,FALSE,in tree,true,false,false,true,true,false,false,false,false,false,false,false,true,walking,15A-AM-189661-24
-73.95724192,40.78630777,15G,PM,10/20/2018,23,Adult,Gray,White,"Gray+Cinnamon, White",Cinnamon & White selected as Primary. Cinnamon & White selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,in middle of path,false,false,false,false,false,false,false,false,false,false,true,false,false,sitting,15G-PM-823344-10
-73.96351381,40.78296133,05D,AM,10/16/2018,25,Adult,Gray,White,Gray+Cinnamon,Cinnamon tail & belly,Ground Plane,FALSE,tree,true,false,true,false,false,false,false,false,false,false,false,true,false,"eating (a mushroom),circles around us,really fat,scratching himself,grooming activity",05D-AM-248283-09
-73.95692183,40.77303206,01D,PM,10/13/2018,18,Adult,Gray,Cinnamon,Gray+Cinnamon,Only peeked head out,Above Ground,40,In small tree by water,false,false,true,true,true,false,false,false,false,false,false,true,false,digging,01D-PM-133971-08
-73.96563522,40.77112584,40E,AM,10/06/2018,20,Adult,Cinnamon,White,"Gray+Cinnamon, White",white on tail,Above Ground,30,in tree,false,false,true,false,false,false,false,false,false,false,false,false,true,playing w/ #9,40E-AM-729211-15
-73.96472553,40.77267351,06G,AM,10/16/2018,12,Adult,Gray,"Cinnamon, White","Gray+Black, Cinnamon, White","Cinnamon head, White belly",Ground Plane,FALSE,Running from one tree to the other,false,false,true,false,false,false,false,false,false,false,false,false,false,cleaning,06G-AM-641516-28
-73.96771805,40.77147476,09C,PM,10/12/2018,23,Adult,Gray,White,Gray+,Brown legs,Ground Plane,FALSE,bushes,false,false,false,false,false,false,false,false,false,false,false,false,false,standing on back legs,09C-PM-854932-17
-73.98035948,40.79235816,39B,PM,10/10/2018,17,Adult,Gray,White,Gray+Cinnamon,Blonde? in Highlights,Ground Plane,FALSE,on fence,false,false,false,false,false,false,false,false,false,false,false,false,false,playing w/ #8,39B-PM-194845-09
-73.97776682,40.77723783,11B,PM,10/09/2018,13,Adult,Gray,"Cinnamon, White",Gray+Cinnamon,Cinnamon flanks,Ground Plane,FALSE,ran to tree,true,false,false,false,false,false,false,false,false,false,false,false,false,was hanging out w/ #2 until i showed up,11B-PM-140503-21
-73.98017055,40.76694718,18H,PM,10/12/2018,2,Adult,Gray,"Cinnamon, White",Gray+Cinnamon,Cinnamon along tail & back,Above Ground,20,Ground & Tree Base,true,false,false,true,true,true,false,false,false,false,false,true,false,"playing,interacting with #6",18H-PM-732413-11
-73.96115187,40.79903069,04B,AM,10/15/2018,25,Juvenile,Gray,Cinnamon,Gray+Cinnamon,"No real highlight, White tail?",Ground Plane,FALSE,Tree,false,false,false,false,true,false,false,false,true,true,false,false,false,"foraging (foraged,ran to tree root,munched)",04B-AM-268925-04
-73.97127623,40.79602687,16E,AM,10/20/2018,13,Adult,Gray,Gray,Gray+,beauty!,Ground Plane,FALSE,Sitting on back of bench with food hanging from mouth,false,false,false,false,false,false,false,false,false,true,false,false,false,sleeping,16E-AM-386847-24
-73.96517074,40.79757483,16A,PM,10/07/2018,26,Adult,Black,White,Gray+White,"Listed as primary white with cinnamon highlights, I changed to Gray/cinnamon - JO",Ground Plane,FALSE,top of tree,true,false,false,true,true,true,false,false,false,false,false,false,false,foraging (loving the acorns!),16A-PM-331640-07
-73.95262758,40.79993923,42H,PM,10/17/2018,7,Adult,Gray,Cinnamon,Gray+Cinnamon,White selected as Primary. Cinnamon selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,BIG TREE,false,false,false,false,true,false,false,false,false,false,false,true,false,"eating (a mushroom),circles around us,really fat,scratching himself,grooming activity",42H-PM-165555-23
-73.97332163,40.77103315,14F,PM,10/20/2018,28,Adult,Gray,Cinnamon,Gray+,"Gray, Cinnamon & White selected as Primary. Gray & White selected as Highlights. Made executive adjustments.",Ground Plane,FALSE,on fence,false,true,true,false,false,false,false,false,false,false,false,false,false,"chasing (#4),digging",14F-PM-150933-27
